,Adsorbent,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,0.5bar_GCMC,Adsorbate,Uptake,Temperature,Molecular weight (g/mol),H-bond donors,H-bond acceptors,Dipole moment (D),Molecular surface area (Å^2),Critical temperature (K),"Compressibility factor (상온,상압)","Hmolar (상온,상압)","Compressibility factor 주어진 압력, 온도","Hmola 주어진 압력, 온도",Boiling point at 1atm (K),Melting point at 1atm (K),Boiling point at 주어진압력 (K),Melting point at 주어진압력 (K),Pressure
8185,INASAT_clean,7.1488,3.62291,7.09324,1.42758,1215.89,851.717,0.0,0.0,0.5508,0.385827,0.0,1,0.407822804,O2,0.723616339,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8189,INEPEY_clean,6.95447,5.78801,6.95447,1.44957,1129.68,779.321,87.9996,60.7072,0.5158,0.355829,0.0,1,0.187988154,O2,0.327529404,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8193,INEXEG_clean,5.75488,3.93289,5.74773,1.23407,1432.27,1160.6,0.0,0.0,0.543,0.440007,0.0,0,0.243475191,O2,0.464760523,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8197,INIGOD_clean,8.69165,5.83007,8.69165,1.20862,1166.61,965.235,6.44371,5.33145,0.5344,0.442156,0.0,0,0.252566037,O2,0.382377599,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8201,INIQUR_clean,6.2915,4.5306,6.2915,1.16326,1032.52,887.604,0.0,0.0,0.5158,0.443408,0.0,1,0.049235775,O2,0.096916338,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8205,INIRAY_clean,6.42335,4.78031,6.35158,1.15007,1090.31,948.038,0.0,0.0,0.529,0.459971,0.0,1,0.048933412,O2,0.095065564,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8209,INIRAY01_clean,6.20577,4.3891,6.20321,1.19479,1004.19,840.475,0.0,0.0,0.5078,0.42501,0.0,1,0.046715487,O2,0.092841381,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8213,INOMIJ_clean,7.95221,7.58337,7.95221,0.978026,1630.8,1667.44,0.0,0.0,0.607,0.620638,0.0,1,0.096503912,O2,0.192290909,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8217,INOMOP_clean,5.26106,4.80157,5.24412,1.1048,1287.23,1165.13,0.0,0.0,0.553,0.500544,0.0,1,0.127528682,O2,0.244477213,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8221,INOMOP01_clean,5.44312,5.07173,5.44201,1.06786,1357.09,1270.86,0.0,0.0,0.5604,0.52479,0.0,1,0.119721411,O2,0.235896944,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8225,IPEBEM_clean,5.59642,3.8769,5.43503,1.50798,880.961,584.199,0.0,0.0,0.4824,0.319898,0.0,0,0.490394233,O2,0.817430712,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8229,IPICOA_clean,5.44441,4.81551,5.37454,1.57966,1489.86,943.154,0.0,0.0,0.6242,0.395149,0.0,0,0.166750773,O2,0.319864814,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8233,IPIHIA_clean,4.19682,3.6848,4.18995,1.35995,968.941,712.483,0.0,0.0,0.4832,0.355307,0.0,1,0.069555632,O2,0.136625576,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8237,IPIJEY_clean,5.9118,5.17695,5.9118,1.3358,1030.18,771.213,0.0,0.0,0.4974,0.372363,0.0,1,0.107186578,O2,0.207928967,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8241,IPIJUM_clean,5.58529,4.21049,5.58529,1.73559,1483.34,854.658,0.0,0.0,0.546,0.314591,0.0,1,0.025219464,O2,0.051290885,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8245,IPIVOT_clean,6.19757,4.01106,6.19757,1.45575,826.006,567.408,0.0,0.0,0.474,0.325604,0.0,1,0.099379738,O2,0.191067133,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8249,IQABEJ_clean,5.1026,4.0827,5.09122,1.64165,725.772,442.098,0.0,0.0,0.4456,0.271434,0.0,1,0.037913721,O2,0.077175245,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8253,IQECIS_clean,8.1309,7.21043,8.08032,0.715898,2174.72,3037.76,0.0,0.0,0.7158,0.999863,0.0,0,0.118412615,O2,0.234173348,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8257,IQEKOG_clean,6.56789,4.70003,6.53165,0.994726,2095.71,2106.82,0.0,0.0,0.6568,0.660283,0.0,1,0.184022418,O2,0.359930015,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8261,IQEKUM_clean,5.23045,4.40009,5.21843,1.19945,1749.75,1458.79,0.0,0.0,0.58,0.483556,0.0,1,0.234695192,O2,0.455049062,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8265,IQEWOQ_clean,5.16976,4.01341,5.16976,1.5881,979.709,616.905,0.0,0.0,0.4814,0.303129,0.0,0,0.012427282,O2,0.024704473,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8269,IQILIF_clean,7.54585,4.55729,7.31598,0.9871,1707.16,1729.47,0.0,0.0,0.5864,0.594063,0.0,1,0.230592112,O2,0.441271575,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8273,IQOHUT_clean,6.95469,5.55862,6.9488,0.866054,1696.91,1959.36,0.0,0.0,0.6176,0.71312,0.0,1,0.119388933,O2,0.238103919,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8277,IQOJAB_clean,5.87643,3.82611,5.87109,1.02895,1467.53,1426.23,25.3077,24.5957,0.5682,0.552213,0.0,1,0.314432338,O2,0.579100744,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8281,IQOJEF_clean,6.3031,3.72946,5.90938,1.09859,1022.71,930.932,0.0,0.0,0.506,0.460592,0.0,1,0.176089123,O2,0.335849706,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8285,IQOKEG_clean,7.17756,4.14343,7.15508,0.93657,1757.51,1876.54,0.0,0.0,0.5934,0.633589,0.0,0,0.161599553,O2,0.322523758,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8289,IQOKIK_clean,6.46497,4.73774,6.45982,0.941841,1852.78,1967.19,0.0,0.0,0.5902,0.626645,0.0,1,0.208931953,O2,0.400839942,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8293,IQUCOO_clean,6.46968,5.45118,6.44712,1.037,1366.21,1317.47,0.0,0.0,0.5412,0.521892,0.0,1,0.094935466,O2,0.188793923,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8297,IRAYOQ_clean,5.78238,3.66955,5.46102,1.63677,1152.51,704.133,59.8933,36.5923,0.516,0.315255,0.0,1,0.057945702,O2,0.115022743,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8301,IREGOD_clean,5.40281,4.28093,5.40281,1.18436,1608.89,1358.45,0.0,0.0,0.5606,0.473337,0.0,1,0.104423188,O2,0.208041811,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8305,IRELAU_clean,6.04901,3.48029,6.04818,1.13995,1676.5,1470.68,0.0,0.0,0.5904,0.517916,0.0,1,0.249076248,O2,0.476612964,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8309,ISUCUV_clean,5.63872,3.87203,5.63872,1.06793,1382.56,1294.62,0.0,0.0,0.5686,0.532434,0.0,1,0.21812748,O2,0.430262587,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8313,ITAPAU_clean,4.795,4.07473,4.77797,1.13588,2690.44,2368.6,0.0,0.0,0.6968,0.613446,0.0,1,0.038115655,O2,0.077569572,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8317,ITAPIC_clean,5.53493,4.56275,5.50447,0.932577,3320.52,3560.59,0.0,0.0,0.7606,0.815589,0.0,1,0.046481487,O2,0.092032058,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8321,ITIBOD_clean,4.51038,3.48306,4.50833,2.426,458.262,188.896,79.7243,32.8625,0.4254,0.17535,0.0,1,0.053167956,O2,0.102975319,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8325,ITIPAE_clean,5.03819,3.84363,5.03819,1.81693,898.58,494.56,0.0,0.0,0.4852,0.267044,0.0,0,0.024160233,O2,0.048737433,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8329,ITIPOS_clean,9.85225,8.07125,9.85225,1.06602,1798.13,1686.76,17.9557,16.8436,0.664,0.622875,0.0,1,0.039469476,O2,0.076756307,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8333,ITIWAK_clean,5.0332,4.12661,5.01239,1.10257,950.216,861.818,65.1005,59.0442,0.5042,0.457294,0.0,0,0.25935285,O2,0.481190019,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8337,ITIWEO_clean,5.00227,4.2399,4.99534,1.10398,955.442,865.452,106.221,96.2163,0.515,0.466494,0.0,0,0.295056414,O2,0.568140059,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8341,ITOSEQ_clean,5.53585,3.92423,5.52778,1.23909,1879.29,1516.67,0.0,0.0,0.6304,0.508762,0.0,0,0.139539615,O2,0.272643844,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8345,IVEHEW_manual,8.08882,6.64746,8.02924,0.857961,1988.29,2317.45,0.0,0.0,0.6604,0.769732,0.0,0,0.107107354,O2,0.215139701,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8349,IVEQAC_clean,4.74809,3.58509,4.40546,1.51827,638.51,420.551,0.0,0.0,0.4406,0.290199,0.0,0,0.079536773,O2,0.157995459,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8353,IVETOT_clean,10.10291,7.15637,9.84044,0.681717,1733.15,2542.34,0.0,0.0,0.6842,1.00364,0.0,1,0.126880471,O2,0.255557464,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8357,IVILEG_clean,14.1452,13.26623,14.13413,0.718024,1541.13,2146.34,0.0,0.0,0.7232,1.00721,0.0,1,0.122276247,O2,0.242585666,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8361,IVIPEK_clean,4.80997,3.59117,4.76583,1.67501,953.977,569.536,0.0,0.0,0.5042,0.301014,0.0,1,0.18479294,O2,0.346789557,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8365,IVOCON_clean,5.24294,3.86797,5.24294,1.46762,1975.27,1345.9,0.0,0.0,0.64,0.436082,0.0,0,0.234906178,O2,0.455360958,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8369,IVOGUX_clean,5.27459,4.52668,5.27459,1.48634,1223.66,823.275,0.0,0.0,0.5418,0.36452,0.0,1,0.086454014,O2,0.172123228,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8373,IWAXUZ_clean,9.16743,4.27442,9.16743,1.02656,1732.45,1687.62,0.0,0.0,0.6018,0.586228,0.0,1,0.118434298,O2,0.221696625,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8377,IWAYAG_clean,7.52525,4.29732,7.52525,1.3181,1385.19,1050.9,0.0,0.0,0.4828,0.366286,0.0,1,0.039095131,O2,0.078049884,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8381,IWAYEK_clean,9.36738,4.35185,9.36738,1.20213,1638.24,1362.78,0.0,0.0,0.576,0.479148,0.0,1,0.069008374,O2,0.13279866,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8385,IWAYIO_clean,9.10068,4.24338,9.10068,1.22219,1678.76,1373.57,0.0,0.0,0.5934,0.485524,0.0,1,0.116315928,O2,0.237196427,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8389,IWAYOU_clean,9.03723,4.17928,9.03723,1.25701,1700.75,1353.01,0.0,0.0,0.594,0.47255,0.0,1,0.077017696,O2,0.152058124,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8393,IWAYUA_clean,9.10772,4.29795,9.10772,1.27221,1742.4,1369.58,0.0,0.0,0.6022,0.473349,0.0,1,0.086794553,O2,0.168150926,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8397,IWAZEL_clean,9.02688,4.19715,9.02563,1.29051,1705.91,1321.89,0.0,0.0,0.6062,0.469736,0.0,1,0.118908432,O2,0.237840668,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8401,IWAZIP_clean,9.36232,4.34831,9.36232,1.51484,1601.89,1057.47,0.0,0.0,0.5888,0.388687,0.0,1,0.053504473,O2,0.107734923,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8405,IWELIG_clean,4.69268,4.51959,4.68546,1.86097,534.218,287.064,156.241,83.9569,0.4064,0.218381,0.0,0,0.258365147,O2,0.470776086,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8409,IWELIG01_clean,4.6866,4.49829,4.6866,1.86798,511.71,273.938,140.313,75.1146,0.3994,0.213814,0.0,0,0.263254413,O2,0.47657349,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8413,IWEVAJ_clean,13.76426,6.67603,13.76426,0.642349,2372.68,3693.76,0.0,0.0,0.7784,1.2118,0.0,1,0.114034668,O2,0.227524849,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8417,IWEVUD_clean,8.76153,5.94273,8.76153,2.07228,1706.46,823.467,0.0,0.0,0.6254,0.301793,0.0,1,0.117841904,O2,0.229619586,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8421,IWEWAK_clean,8.91997,5.7935,8.91997,2.21714,1660.09,748.751,0.0,0.0,0.615,0.277384,0.0,1,0.13820248,O2,0.269864161,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8425,IWEWEO_clean,8.41618,6.10368,8.41618,1.98293,1680.19,847.329,0.0,0.0,0.6294,0.317409,0.0,1,0.10703388,O2,0.210700032,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8429,IWEWIS_clean,8.35434,5.33584,8.35252,2.50251,1589.74,635.259,0.0,0.0,0.5862,0.234245,0.0,1,0.155555657,O2,0.296499071,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8433,IWIPIO_clean,5.10392,4.12276,5.06017,1.12645,2627.06,2332.16,0.0,0.0,0.6972,0.618936,0.0,1,0.040037985,O2,0.079621844,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8437,IWOKUC_clean,6.55692,5.28768,6.53155,0.964561,1220.6,1265.44,0.0,0.0,0.5288,0.548229,0.0,0,0.118515743,O2,0.23341201,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8441,IWOSAP_clean,4.764,3.76645,4.764,2.24785,751.282,334.223,0.0,0.0,0.4204,0.187023,0.0,1,0.008801435,O2,0.018097528,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8445,IXAKAU_clean,6.35523,5.9549,6.33797,0.780645,2644.49,3387.58,0.0,0.0,0.7136,0.914116,0.0,1,0.137515708,O2,0.278970837,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8449,IXEBEU_clean,4.63531,3.53624,4.63082,1.05655,1090.22,1031.87,0.0,0.0,0.503,0.476077,0.0,1,0.161538497,O2,0.315318287,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8453,IXECET_clean,8.30942,3.60945,8.30942,1.54442,1337.53,866.043,0.0,0.0,0.5456,0.353273,0.0,0,0.140898731,O2,0.273880638,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8457,IXEJIG_clean,11.25458,10.39011,10.80502,0.837465,1965.46,2346.92,0.0,0.0,0.6976,0.83299,0.000955264,1,0.191651886,O2,0.355923909,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8461,IXEJOM_clean,15.02825,14.15107,15.02825,0.818993,2120.95,2589.7,0.0,0.0,0.749,0.914537,0.000244202,1,0.122834637,O2,0.246583768,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8465,IXIKOR01_clean,5.26705,3.69374,5.26705,1.61953,806.553,498.016,0.0,0.0,0.4486,0.276994,0.0,1,0.259037614,O2,0.45983537,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8469,IXIPAG_clean,7.26036,3.75863,5.90499,3.37203,985.803,292.347,369.675,109.63,0.5588,0.165716,0.0,1,0.021434749,O2,0.042128119,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8473,IXIPEK_clean,7.04096,3.63154,5.75307,3.49876,924.617,264.27,341.824,97.6986,0.5428,0.155141,0.0,1,0.02225447,O2,0.043996707,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8477,IXIPIO_clean,7.45471,4.20487,6.02758,3.27069,1181.85,361.346,334.28,102.205,0.5696,0.174153,0.0,1,0.020827415,O2,0.041382022,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8481,IXISAJ_clean,5.70852,4.41794,5.70852,1.67395,1266.62,756.664,0.0,0.0,0.5296,0.316377,0.0,0,0.27136221,O2,0.4852712,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8485,IXISOX_clean,5.5699,4.33438,5.5699,1.93342,1150.89,595.258,0.0,0.0,0.516,0.266884,0.0,0,0.229074399,O2,0.407221087,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8489,IXISUD_clean,7.1533,3.82815,7.1533,2.06709,831.561,402.286,84.7168,40.9836,0.496,0.239951,0.0,0,0.104689253,O2,0.197217956,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8493,IXODUV_clean,6.94577,6.48704,6.94195,1.01181,1784.75,1763.93,0.0,0.0,0.629,0.621659,0.0,0,0.073126165,O2,0.146641846,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8497,IXOFAD_clean,7.25204,6.74283,7.23817,1.01031,1741.08,1723.31,0.0,0.0,0.638,0.631491,0.0,0,0.072469759,O2,0.145309198,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
8501,IXOFEH_clean,7.08623,6.6722,7.07786,1.02717,1639.04,1595.68,0.0,0.0,0.6198,0.603404,0.0,0,0.071012682,O2,0.14323178,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9993062100756293,8525.020687427685,90.1878078805,54.36,90.062105845155,54.36,1.0
