,Adsorbent,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,0.5bar_GCMC,Adsorbate,Uptake,Temperature,Molecular weight (g/mol),H-bond donors,H-bond acceptors,Dipole moment (D),Molecular surface area (Å^2),Critical temperature (K),"Compressibility factor (상온,상압)","Hmolar (상온,상압)","Compressibility factor 주어진 압력, 온도","Hmola 주어진 압력, 온도",Boiling point at 1atm (K),Melting point at 1atm (K),Boiling point at 주어진압력 (K),Melting point at 주어진압력 (K),Pressure
25798,COJHIT_clean,10.09171,9.35609,10.09171,0.716453,1773.43,2475.29,0.0,0.0,0.707,0.986805,0.0,0,0.147572496,O2,1.369340194,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25802,COJMIZ_clean,8.76253,5.35896,8.72035,1.01046,1718.52,1700.73,0.0,0.0,0.6106,0.604279,0.0,0,0.155815014,O2,1.285579772,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25806,COJMOF02_clean,7.77133,6.76319,7.77133,0.912847,1827.53,2002.01,0.0,0.0,0.6452,0.7068,0.0,0,0.152303849,O2,1.331424697,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25810,COKFAK_clean,5.25617,3.49649,5.25539,1.05876,800.714,756.272,0.071455,0.0674891,0.4738,0.447503,0.0,1,0.176051973,O2,1.190041581,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25814,COKMEW_clean,11.49614,10.90273,11.4945,1.13639,1559.35,1372.2,0.0,0.0,0.646,0.568466,0.0,1,0.049065328,O2,0.474535569,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25818,COKMIA_clean,11.457,10.75448,11.457,1.17248,1560.69,1331.1,0.0,0.0,0.6422,0.547727,0.0,1,0.038250428,O2,0.370784642,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25822,COKMOG_clean,11.40307,10.64671,11.37943,1.32388,1550.85,1171.45,0.0,0.0,0.6382,0.482069,0.0,1,0.033609364,O2,0.32122274,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25826,COKMUM_clean,11.78987,10.95857,11.78969,1.07449,1572.51,1463.5,0.0,0.0,0.6544,0.609034,0.0,1,0.038244512,O2,0.374433205,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25830,COKNAT_clean,11.6018,10.75702,11.60156,1.22798,1610.43,1311.45,0.0,0.0,0.6686,0.544469,0.0,1,0.0477406,O2,0.45188997,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25834,COKPEZ_clean,11.53314,10.69952,11.53296,0.910755,1588.72,1744.4,0.0,0.0,0.66,0.724674,0.0,1,0.059853546,O2,0.568373494,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25838,COKPID_clean,11.40668,10.82581,11.40502,1.13771,1560.01,1371.18,0.0,0.0,0.6426,0.564817,0.0,1,0.049494092,O2,0.466606158,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25842,COKPOJ_clean,11.55541,10.79186,11.54889,1.17423,1558.36,1327.14,0.0,0.0,0.6464,0.550488,0.0,1,0.039738311,O2,0.383611954,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25846,COKPUP_clean,11.57951,10.81874,11.57907,1.23248,1594.31,1293.59,0.0,0.0,0.671,0.544433,0.0,1,0.048345885,O2,0.465183164,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25850,COKQAW_clean,11.31709,10.61593,11.31663,1.308,1523.61,1164.84,0.0,0.0,0.6476,0.495108,0.0,1,0.029584143,O2,0.285948715,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25854,COKQEA_clean,11.43729,10.88858,11.43526,1.1695,1547.4,1323.13,0.0,0.0,0.6482,0.554254,0.0,1,0.039126596,O2,0.373426502,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25858,COKQIE_clean,11.52097,11.05538,11.51936,1.12778,1536.06,1362.02,0.0,0.0,0.646,0.572806,0.0,1,0.049429596,O2,0.466687006,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25862,COKQOK_clean,11.69077,10.88298,11.69034,1.22651,1596.45,1301.62,0.0,0.0,0.6696,0.545941,0.0,1,0.047693579,O2,0.455420801,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25866,COMNAU_clean,9.72302,3.66698,9.70462,1.61238,1190.87,738.578,0.0,0.0,0.5424,0.336397,0.0,1,0.190299793,O2,1.442022446,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25870,COPXOV_clean,5.47401,3.72166,5.47401,1.25742,393.122,312.642,0.0,0.0,0.4288,0.341015,0.0,0,0.101563023,O2,0.588969202,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25874,COQGAS_clean,7.55288,6.66056,7.53462,1.14065,1084.94,951.161,0.0,0.0,0.5048,0.442555,0.0,0,0.082934823,O2,0.739000708,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25878,COQHUN_clean,7.65838,4.8543,7.65838,0.97068,1543.72,1590.34,0.0,0.0,0.5742,0.591544,0.0,1,0.186983158,O2,1.358434956,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25882,COQNIF_clean,8.23055,5.78857,8.23055,1.332,1912.43,1435.75,0.0,0.0,0.608,0.456455,0.0,0,0.13195799,O2,1.183251409,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25886,COQTEJ_clean,7.76168,6.6264,7.46116,0.69781,2656.93,3807.52,0.0,0.0,0.7034,1.00801,0.0,1,0.189946491,O2,1.712149411,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25890,COTXEQ_clean,5.14726,4.24065,5.13338,1.08125,1135.23,1049.92,0.0,0.0,0.5266,0.487029,0.0,0,0.259541757,O2,1.811681298,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25894,COTXIU_clean,5.20924,4.31105,5.19843,1.08343,1119.32,1033.13,0.0,0.0,0.5218,0.481618,0.0,0,0.261841884,O2,1.815856509,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25898,COTXOA_clean,5.06649,4.15335,5.05658,1.08454,1114.76,1027.86,0.0,0.0,0.52,0.479465,0.0,0,0.262062277,O2,1.851869672,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25902,COTYIV_clean,9.63817,7.84231,9.63817,0.968257,1898.84,1961.09,0.0,0.0,0.697,0.71985,0.0,1,0.105797434,O2,0.946514304,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25906,COVPAG_clean,5.03463,4.22302,4.98223,1.34292,669.782,498.75,0.0,0.0,0.3872,0.288327,0.0,1,0.07350609,O2,0.601554868,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25910,COWBEX_clean,5.58641,4.95411,5.5297,1.71799,525.99,306.165,0.0,0.0,0.4268,0.24843,0.0,1,0.043928899,O2,0.326536749,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25914,COWDEZ_clean,8.91053,4.46746,8.91053,4.13717,1136.38,274.675,0.0,0.0,0.4164,0.100649,0.000386738,1,0.066808927,O2,0.386289554,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25918,COWMIL_clean,6.74228,5.52931,6.73491,1.23822,2114.95,1708.06,0.0,0.0,0.6464,0.522042,0.0,1,0.052083131,O2,0.494164346,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25922,COWMOR_clean,6.72492,5.5633,6.71793,1.24692,2127.23,1705.98,0.0,0.0,0.644,0.516471,0.0,1,0.050338628,O2,0.491150283,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25926,COXDIE_clean,5.62039,5.35711,5.62039,1.66496,1129.92,678.647,0.152502,0.091595,0.484,0.290697,0.0,1,0.084631261,O2,0.666856651,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25930,COXHED_clean,8.70899,8.38156,8.70899,0.6876,2308.5,3357.33,0.0,0.0,0.7964,1.15823,0.0,0,0.059681438,O2,0.596499364,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25934,COXHIH_clean,8.57279,8.24745,8.57279,0.705939,2310.51,3272.96,0.0,0.0,0.7916,1.12134,0.0,0,0.058863502,O2,0.586300146,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25938,COXHON_clean,8.79766,8.47314,8.79766,0.659131,2297.83,3486.15,0.0,0.0,0.8002,1.21402,0.0,0,0.078435318,O2,0.773703571,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25942,COZMUA_clean,10.13386,5.37207,10.11324,0.637133,2279.97,3578.48,0.0,0.0,0.7374,1.15737,0.0,1,0.149519105,O2,1.310500425,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25946,CUBHOY_clean,7.59167,4.35736,7.59084,1.4363,1409.0,980.994,0.0,0.0,0.55,0.382928,0.0,1,0.049961207,O2,0.448690165,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25950,CUCSAU_clean,5.5757,4.21323,5.5757,0.840322,1200.85,1429.04,0.0,0.0,0.5078,0.604292,0.0,1,0.106332711,O2,0.918990879,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25954,CUCTAX_clean,4.38086,4.0721,4.38086,1.35437,330.655,244.139,49.7338,36.721,0.4262,0.314685,0.0,0,0.116113482,O2,0.731876613,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25958,CUGVUW_clean,6.46234,4.56978,6.46234,1.32198,676.004,511.358,0.0,0.0,0.4376,0.331019,0.0,0,0.062922619,O2,0.517624603,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25962,CUGXAF_clean,8.60996,4.08035,8.60996,0.892149,1793.87,2010.73,0.236744,0.265364,0.6424,0.720059,0.0,1,0.261042314,O2,1.854967128,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25966,CUHLUO_clean,5.42523,4.19371,5.42499,1.12223,1191.58,1061.8,0.0,0.0,0.5356,0.477262,0.0,0,0.673142265,O2,3.682715214,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25970,CUIMDZ01_clean_h,4.5789,3.79593,4.57845,1.66764,167.634,100.522,0.0,0.0,0.381,0.228466,0.0,1,0.022738908,O2,0.18486677,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25974,CUKXIR_clean,4.25316,3.64523,4.25225,1.37123,1248.02,910.151,0.0,0.0,0.5164,0.376597,0.0,1,0.082972958,O2,0.710921341,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25978,CUMDEU_clean,5.19472,4.72553,5.19472,1.64523,654.329,397.714,0.0,0.0,0.462,0.280812,0.0,0,0.025015572,O2,0.225956104,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25982,CUMJEB_clean,5.10711,4.11246,5.10711,2.00854,711.044,354.01,0.0,0.0,0.4216,0.209904,0.0,0,0.063086955,O2,0.446090564,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25986,CUMLUT_clean,5.66406,3.97439,5.65405,1.2172,2284.73,1877.03,0.0,0.0,0.6392,0.525138,0.0,1,0.142562534,O2,1.252356385,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25990,CUMQOQ_clean,7.03622,3.75437,6.89995,0.977205,1831.45,1874.17,0.0,0.0,0.6154,0.629756,0.0,1,0.109783703,O2,0.963444923,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25994,CUNFOH_clean,9.05758,5.6508,9.05758,1.63668,1779.69,1087.38,0.0,0.0,0.6298,0.384804,0.0,1,0.030607038,O2,0.296166922,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
25998,CUNFOH01_clean,8.64942,5.76711,8.00067,1.65261,1750.49,1059.23,0.0,0.0,0.639,0.38666,0.0,1,0.030859592,O2,0.295086664,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26002,CUNQOT_clean,4.94603,4.45617,4.94603,1.56048,1158.67,742.507,0.0,0.0,0.5224,0.334768,0.0,1,0.048298025,O2,0.429151303,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26006,CUNQUZ_clean,5.05516,4.50865,5.05476,1.94091,1202.57,619.589,0.0,0.0,0.5384,0.277396,0.0,1,0.043916665,O2,0.384833336,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26010,CUNWEO_clean,7.09668,6.48549,7.07965,1.23144,1193.32,969.043,0.0,0.0,0.53,0.430389,0.0,0,0.062429192,O2,0.55773935,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26014,CUPHIG_clean,11.10015,5.6209,11.10015,0.767516,2426.29,3161.23,0.0,0.0,0.7292,0.950078,0.0,1,0.204227962,O2,1.724768297,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26018,CUPHUS_clean,7.45968,5.41366,5.85768,0.680928,2377.88,3492.12,0.0,0.0,0.7016,1.03036,0.0,1,0.192164651,O2,1.815334968,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26022,CUQRIR_clean,5.69204,4.57463,5.69204,1.10643,1361.29,1230.35,0.0,0.0,0.5686,0.513906,0.0,0,0.17032748,O2,1.402814915,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26026,CUQROX_clean,5.44132,4.56825,5.41816,1.11997,1366.06,1219.73,0.0,0.0,0.5636,0.503227,0.0,0,0.181990154,O2,1.460107182,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26030,CUQRUD_clean,5.86918,4.59668,5.81577,0.986332,2188.93,2219.27,0.0,0.0,0.6352,0.644002,0.0,1,0.257755839,O2,2.044135352,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26034,CUQSAK_clean,18.30047,4.50008,17.86541,0.672661,1852.6,2754.14,0.138515,0.205922,0.7088,1.05373,0.0,1,0.13135132,O2,1.132743249,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26038,CUQTAL_clean,8.5131,5.3048,8.50413,0.597247,2569.07,4301.52,0.0,0.0,0.7222,1.20921,0.0,1,0.198306992,O2,1.747260089,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26042,CUQXUI_clean,8.23055,4.00763,8.23055,0.791399,1552.16,1961.29,0.863838,1.09153,0.6424,0.811727,0.0,1,0.104800834,O2,0.980427586,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26046,CURBOH_clean,9.52504,4.72038,9.52504,1.26402,1793.73,1419.06,0.0,0.0,0.654,0.517396,0.0,0,0.079085299,O2,0.741421716,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26050,CURYOE01_clean,11.02009,9.16908,10.48925,1.0226,1239.44,1212.05,0.0,0.0,0.5864,0.57344,0.0,0,0.103878773,O2,0.952801298,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26054,CURZAR_clean,6.11737,4.85497,6.11737,1.33305,994.338,745.91,0.926549,0.695058,0.5124,0.38438,0.0,1,0.049323208,O2,0.457637603,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26058,CURZEV_clean,5.59049,4.15781,5.59049,1.21714,1921.05,1578.33,0.0,0.0,0.5986,0.491808,0.0,1,0.119337234,O2,0.93559183,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26062,CUSYAR_clean,28.01343,12.17996,27.60124,0.247232,1408.41,5696.7,0.0,0.0,0.9076,3.67105,0.0,0,0.184553864,O2,1.74032015,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26066,CUSYIA_clean,5.815,4.76876,5.815,0.737304,2684.86,3641.46,0.0,0.0,0.6944,0.941809,0.0,0,0.235627705,O2,2.1115393,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26070,CUSZIB_clean,5.49146,4.83933,5.49049,0.750845,2776.04,3697.22,0.0,0.0,0.7042,0.937877,0.0,0,0.256152368,O2,2.245823073,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26074,CUTCAX_clean,4.30234,3.58939,4.26585,1.09614,1081.03,986.218,1.04385,0.952301,0.522,0.476217,0.0,1,0.258887255,O2,1.863665391,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26078,CUTFII_clean,4.31265,3.62169,4.29278,1.16218,1244.54,1070.86,0.0,0.0,0.5288,0.455007,0.0,1,0.299139896,O2,1.983992354,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26082,CUTGEF_clean,4.94868,3.68158,4.94702,1.57089,1320.93,840.881,0.0,0.0,0.546,0.347574,0.0,1,0.292591343,O2,1.768799925,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26086,CUVGIK_clean,6.25146,5.06086,6.0647,1.02515,1494.68,1458.01,0.0,0.0,0.5362,0.523046,0.0,0,0.295994712,O2,2.171200182,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26090,CUVGOQ_clean,5.59653,4.5385,5.59247,1.00212,1543.11,1539.84,0.0,0.0,0.5404,0.539255,0.0,0,0.323085418,O2,2.325490382,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26094,CUVTUJ_clean,11.49174,10.88335,11.49174,1.17569,1542.4,1311.91,0.0,0.0,0.635,0.540109,0.0,1,0.038508648,O2,0.375833293,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26098,CUVVOG_clean,8.37247,7.3895,8.37077,1.20081,1241.45,1033.84,0.0,0.0,0.5362,0.446532,0.0,0,0.147885779,O2,1.238466831,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26102,CUVXAT_clean,6.50652,4.77619,6.38844,1.06179,1622.41,1527.99,0.0,0.0,0.5708,0.537581,0.0,0,0.139064735,O2,1.143419108,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26106,CUWNIT_clean,7.16308,4.76212,7.16308,1.01279,1797.12,1774.42,0.0,0.0,0.5942,0.586695,0.0,1,0.109127088,O2,0.941967656,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26110,CUWNOZ_clean,5.62994,3.54616,5.59519,1.08751,1437.05,1321.41,0.0,0.0,0.5562,0.511443,0.0,0,0.167275206,O2,1.24336841,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
26114,CUXFIL_clean,5.39541,4.09689,5.37407,1.23338,1385.07,1122.99,0.0,0.0,0.496,0.402148,0.0,1,0.168989643,O2,1.25540636,293.15,31.998,0,2,0.0,34.14,154.58100000000002,0.9993530162259859,8671.992981630285,0.9965543269967904,8492.390525180153,90.1878078805,54.36,108.80617002729173,54.36,5.0
