,Active_Learning_MSE,Active_Learning_R2,Random_이어서학습_MSE,Random_이어서학습_R2,Random_모델재학습_MSE,Random_모델재학습_R2
0,0.0043948672362705485,0.9188898596574582,0.007939509847712252,0.853471169121048,0.004070755567031386,0.9248715518373003
1,0.003532801785872044,0.9347998396198142,0.009999304823138398,0.8154563098427388,0.004152107957689329,0.9233701404251398
2,0.0024243527735363906,0.9552569888622542,0.009132719898844708,0.8314496996425723,0.016481481865071146,0.695823506089938
3,0.0011302226114888144,0.979141004788585,0.011717852969476191,0.783739383291583,0.004033926303241087,0.9255512599135967
4,0.0009334162531163232,0.9827731944520534,0.00865740102323063,0.8402220194046667,0.0027156828676618175,0.9498803020250493
5,0.0007043290445403077,0.9870011482534632,0.006824707047253887,0.8740455816660259,0.002933218846757801,0.9458655336952099
6,0.0007963323116269829,0.985303167972333,0.0063090604995813294,0.8835621749100029,0.003470689624445884,0.9359461600566812
7,0.0007055709797777525,0.9869782275289021,0.00811610053762764,0.8502120727997726,0.003997783496828575,0.9262182989714091
8,0.0009633355454724881,0.9822210144039439,0.008977920118875903,0.8343066305128934,0.0025164869280558965,0.9535565929682112
9,0.0008185031127564246,0.9848939913819063,0.008419676002992305,0.8446093896522436,0.004176981559750587,0.9229110818812631
10,0.0007397140778664613,0.9863480943920352,0.013076964677603284,0.7586560905637401,0.002610073538206571,0.9518293910584794
11,0.0010356377534602168,0.9808866300137714,0.004167711650159097,0.9230821641068474,0.0026619622519534125,0.9508717510143239
12,0.0007291366129294039,0.986543308404061,0.006249123316298764,0.8846683547071226,0.0022873861437929435,0.957784797317775
13,0.0008070123850581018,0.9851060602536476,0.004538859524614666,0.9162323880916626,0.002509560400153812,0.9536844265568093
14,0.001186269360823243,0.9781066254865799,0.0071235593691842914,0.8685300672101126,0.0022067138211900876,0.9592736576305677
15,0.0012940763081526498,0.9761169779824133,0.005747077275003073,0.893933941738249,0.002932087496243795,0.9458864135065976
16,0.0010872297360825511,0.9799344663359901,0.010344105081206098,0.8090927962669001,0.0022863947491311796,0.9578030941526571
17,0.001024398909154943,0.9810940502132636,0.0114635351842627,0.7884329838354246,0.0026655144170417092,0.9508061934915724
18,0.0008750848280026351,0.983849738935196,0.007953208779059534,0.8532183464111944,0.0025568229569214525,0.9528121652560052
19,0.0008698224770136297,0.9839468590538033,0.007361271117425723,0.8641429419058919,0.00292878643198573,0.945947336799807
20,0.0010055384675446265,0.9814421319603776,0.00490115193555402,0.90954604542952,0.0026505980965635316,0.9510814839115864
21,0.0007021886899995521,0.9870406498920453,0.0072330021768325,0.8665102288371653,0.0018516941592789744,0.9658257769674895
22,0.0009535050579558592,0.982402442460639,0.005326260912908574,0.9017003820771584,0.0020697893186724854,0.9618006886006683
23,0.0008243102916248242,0.9847868161095514,0.003445563627350948,0.9364098767154684,0.0025443270709787375,0.9530427849785199
24,0.001080089822489511,0.9800662380966444,0.0014852462509142867,0.9725888120440424,0.0025065764684077388,0.9537394969627362
25,0.0012497350457421747,0.976935324891143,0.0011839440070258314,0.9781495414070649,0.001707018088277174,0.9684958681880657
26,0.0007509411382798945,0.9861408916719502,0.001012721801956428,0.9813095588402022,0.002845325407043868,0.9474876644325279
27,0.0009671945325276008,0.9821497942817439,0.0012161310770864861,0.9775555080428056,0.002300748037924896,0.9575381948494819
28,0.0008703681742713445,0.9839367878551122,0.0015567183279488347,0.9712697482618644,0.0031342753056928887,0.942154905654751
29,0.0009100791356160153,0.9832038961715543,0.0012756290482574826,0.9764574341915756,0.003780529548508666,0.930227862239389
30,0.0010065765232610444,0.9814229739653084,0.001300562829074013,0.9759972650095333,0.0020368864169522842,0.9624079331049338
31,0.0008828080604599989,0.9837072016445709,0.0023675165931122096,0.9563059376297376,0.0023121372456071424,0.9573279995958293
32,0.0018387822863948147,0.9660640740002363,0.0011177408650591375,0.9793713635571676,0.002544824287058611,0.953033608531576
33,0.0009245404490686238,0.9829370032028661,0.001176231389608497,0.9782918827902052,0.0023966452791899825,0.9557683487359792
34,0.0012390029853880692,0.9771333920623881,0.0009310465115338307,0.9828169295780533,0.002065122388847823,0.961886819833467
35,0.0010171782980895531,0.9812273112983856,0.0011122172781615944,0.9794733049547953,0.0028404893721136284,0.9475769166103083
