,Active_Learning_MSE,Active_Learning_R2,Random_이어서학습_MSE,Random_이어서학습_R2,Random_모델재학습_MSE,Random_모델재학습_R2
0,0.3311766345283599,0.7971701212710384,1.0428007432204107,0.3613343266589826,0.9399571111807408,0.4243211416689223
1,0.266878105500994,0.8365499007764504,0.6826010822559619,0.5819394235604547,0.8842144218569129,0.458460877800005
2,0.25525489971139703,0.8436685594466284,0.6842972373905898,0.5809006095126219,0.8465371320055446,0.481536419171673
3,0.23514238750621747,0.8559865130284715,0.7207319420532543,0.5585860922497172,0.5771772774335377,0.646506471225911
4,0.1664384628771788,0.8980643870323464,0.6866686791743446,0.57944821462946,0.5218720657042286,0.680378273214933
5,0.1404958978174764,0.9139529696688338,0.7686551063755448,0.5292354418886456,0.9478953113126712,0.4194593730469339
6,0.13474879110686075,0.9174727981700705,0.7007547140583203,0.5708211907110678,0.829243445584863,0.49212797652739937
7,0.12233238597111866,0.9250772535735104,0.6727000263130326,0.5880033476626276,0.5932959048838806,0.6366345813938088
8,0.1137522969889445,0.9303321484733771,0.6428927027369289,0.6062589103921242,0.6943504458227167,0.5747434992743673
9,0.11580979984296093,0.9290720261976647,0.5338102096426723,0.6730667299633029,0.7246406212469904,0.5561922128385535
10,0.11413357573660471,0.9300986334421613,0.38591788112350706,0.7636437210037662,0.6185415391045367,0.621172835625712
11,0.10810058796246204,0.9337935504472372,0.2791763046027824,0.8290178409258127,0.3626682728139249,0.7778829961888777
12,0.10923323875167686,0.933099855910043,0.3844167265877585,0.7645631064938475,0.5339163017349815,0.673001753621455
13,0.10721903792869487,0.9343334577589264,0.41945252371598724,0.7431053533138519,0.36838695445383063,0.7743805766864769
14,0.1053863641146237,0.9354558829807033,0.44939493134752007,0.7247670580491331,0.3097031969941075,0.8103215766482244
15,0.09554026989886327,0.9414861456487829,0.47096746216510016,0.7115549127664867,0.43039722018422005,0.7364022492119022
16,0.10030598917528309,0.9385673701008971,0.4771483067529238,0.7077694405215134,0.5407166434067991,0.6688368689864788
17,0.09709036306638223,0.9405367875830056,0.3935625870997375,0.7589617035411345,0.2223388563241546,0.8638280646544149
